YEAR,ZIP CODE,NO. OF RETURNS,AGI
2007,77376,156,4755
2007,77377,12277,1019270
2007,77378,6291,225230
2007,77379,30271,3043384
2007,77380,10807,1149902
2007,77381,16501,2245177
2007,77382,12979,2185692
2007,77383,685,46245
2007,77384,5514,439450
2007,77385,7708,460295
2007,77386,14255,1005132
2007,77387,568,68225
2007,77388,17831,1185109
2007,77389,8281,669059
2007,77391,300,22674
2007,77393,351,39082
2007,77396,14584,716118
2007,77399,7121,439216
2007,77401,7380,1597806
2007,77402,680,42946
2007,77404,913,51986
2007,77406,2052,158483
2007,77407,1092,59816
2007,77410,618,48798
2007,77411,562,17311
2007,77412,128,4249
2007,77413,138,10642
2007,77414,9521,398765
2007,77415,207,6925
2007,77417,873,29826
2007,77418,4426,271105
2007,77419,681,26605
2007,77420,1082,45948
2007,77422,6026,270517
2007,77423,3424,126160
2007,77426,1036,65471
2007,77428,35,1689
2007,77429,28075,2665347
2007,77430,999,51148
2007,77431,25,317
2007,77432,190,5899
2007,77433,16229,1259155
2007,77434,2249,69001
2007,77435,2277,105943
2007,77436,114,2998
2007,77437,8082,330717
2007,77440,82,2552
2007,77441,1861,253442
2007,77442,503,18798
2007,77443,149,4032
2007,77444,388,15400
2007,77445,5123,217636
2007,77446,737,21544
2007,77447,4730,267447
2007,77448,409,14851
2007,77449,35654,1525684
2007,77450,29245,2743707
2007,77451,277,5761
2007,77452,143,8091
2007,77453,204,5961
2007,77454,97,3767
2007,77455,932,37914
2007,77456,642,22023
2007,77457,302,13370
2007,77458,137,4998
2007,77459,24792,2199888
2007,77460,153,5525
2007,77461,4438,206191
2007,77463,126,5360
2007,77464,314,14812
2007,77465,3016,99483
2007,77466,486,32128
2007,77467,64,1658
2007,77468,130,3730
2007,77469,34537,2273093
2007,77470,169,4824
2007,77471,14706,507977
2007,77473,257,8840
2007,77474,5931,274696
2007,77475,451,16521
2007,77476,528,36168
2007,77477,14591,621857
2007,77478,31085,2361927
2007,77479,29232,3569266
2007,77480,3356,159819
2007,77481,117,4821
2007,77482,1076,46776
2007,77483,240,10747
2007,77484,4745,240459
2007,77485,1508,63438
2007,77486,3298,166240
2007,77487,467,34661
2007,77488,6709,251984
2007,77489,17281,629964
2007,77491,431,22087
2007,77492,496,38546
2007,77493,9293,550887
2007,77494,19907,2178571
2007,77496,357,22945
2007,77497,542,29430
2007,77498,1362,77250
2007,77501,463,15931
2007,77502,15124,505341
2007,77503,10189,344240
2007,77504,9161,388149
2007,77505,10627,626190
2007,77506,13135,354839
2007,77507,92,12653
2007,77508,538,26266
2007,77510,6803,344468
2007,77511,18966,846553
2007,77512,1376,65874
2007,77514,2528,108531
2007,77515,11712,532768
2007,77516,1333,59843
2007,77517,2791,149020
2007,77518,4021,150129
2007,77519,521,19484
2007,77520,22464,1052874
2007,77521,19709,979470
2007,77522,1539,79465
2007,77523,542,35614
2007,77530,12509,452133
2007,77531,6701,268296
2007,77532,11886,618651
2007,77533,513,16185
2007,77534,1281,68614
2007,77535,11677,519795
2007,77536,14976,891418
2007,77538,397,17324
2007,77539,16275,804681
2007,77541,7018,254535
2007,77542,428,15632
2007,77545,7557,302631
2007,77546,20907,1796541
2007,77547,4187,125952
2007,77549,566,48263
2007,77550,11574,364123
2007,77551,9007,363084
2007,77552,497,23037
2007,77553,622,63816
2007,77554,3347,285891
2007,77555,77,4064
2007,77560,536,20237
2007,77561,848,37629
2007,77562,5060,230377
2007,77563,4571,179258
2007,77564,775,29680
2007,77565,3238,258542
2007,77566,13570,928640
2007,77568,7487,270061
2007,77571,16679,875265
2007,77572,633,33394
2007,77573,28836,2207425
2007,77574,774,43126
2007,77575,6226,259516
2007,77577,564,27144
2007,77578,5483,381784
2007,77580,1220,82159
2007,77581,17969,1244039
2007,77582,383,11790
2007,77583,7306,330639
2007,77584,26870,2117416
2007,77585,429,16489
2007,77586,9978,842671
2007,77587,6810,193764
2007,77588,755,50472
2007,77590,13648,526130
2007,77591,6113,214913
2007,77592,953,40118
2007,77597,379,16829
2007,77598,9637,382548
2007,77601,11,0
2007,77611,4322,220463
2007,77612,3803,159864
2007,77613,808,36985
2007,77614,716,24986
2007,77615,711,25907
2007,77616,566,20834
2007,77617,121,3365
2007,77619,7977,345849
2007,77622,749,35935
2007,77623,200,7171
2007,77624,444,13081
2007,77625,3760,150365
2007,77626,805,36361
2007,77627,11085,552618
2007,77629,390,17875
2007,77630,12335,474100
2007,77631,545,18945
2007,77632,9263,462620
2007,77639,388,14009
2007,77640,8463,227649
2007,77641,514,12546
2007,77642,15987,514247
2007,77643,149,5887
2007,77650,1044,39145
2007,77651,6435,361159
2007,77655,203,8007
2007,77656,8134,305610
2007,77657,8746,501950
2007,77659,2329,131449
2007,77660,812,25157
2007,77661,357,11352
2007,77662,11651,432644
2007,77663,726,37432
2007,77664,1274,45474
2007,77665,2805,116170
2007,77670,1037,36431
2007,77701,6843,144497
2007,77702,1468,66808
2007,77703,6727,137068
2007,77704,437,32542
2007,77705,12603,416498
2007,77706,13546,1052742
2007,77707,7929,376585
2007,77708,5391,189230
2007,77710,98,937
2007,77713,5323,292071
2007,77720,552,34098
2007,77725,362,7532
2007,77726,790,49874
2007,77801,4605,122707
2007,77802,10604,628521
2007,77803,11628,289617
2007,77805,1228,82193
2007,77806,698,23342
2007,77807,3533,148807
2007,77808,4747,266222
2007,77830,1234,55042
2007,77831,1244,42220
2007,77833,12089,558892
2007,77834,982,56069
2007,77835,1225,51791
2007,77836,5237,211452
2007,77837,792,20472
2007,77838,71,2626
2007,77840,12538,373794
2007,77841,280,11848
2007,77842,846,54064
2007,77843,80,2537
2007,77844,198,5376
2007,77845,18208,1383780
2007,77850,13,686
2007,77852,122,4810
2007,77853,540,18290
2007,77855,150,6367
2007,77856,2042,123306
2007,77857,418,17588
2007,77859,3374,115344
2007,77861,1005,38724
2007,77862,66,2815
2007,77863,270,10606
2007,77864,3357,112837
2007,77865,756,31417
2007,77866,195,12261
2007,77867,52,1006
2007,77868,6073,216061
2007,77870,164,8334
2007,77871,1678,74212
2007,77872,808,30843
2007,77873,575,30042
2007,77875,72,1733
2007,77876,184,5425
2007,77878,498,16513
2007,77879,2202,69401
2007,77880,924,34354
2007,77881,218,15018
2007,77882,141,7899
2007,77901,18842,664410
2007,77902,742,84276
2007,77903,1312,75416
2007,77904,11723,749509
2007,77905,6535,304121
2007,77950,109,4798
2007,77951,1095,32980
2007,77954,5012,189402
2007,77957,3986,161802
2007,77960,102,5193
2007,77961,62,1925
2007,77962,1646,70592
2007,77963,2511,120118
2007,77964,3971,189906
2007,77967,12,334
2007,77968,1169,65923
2007,77969,78,2798
2007,77970,163,5402
2007,77971,416,17511
2007,77973,13,341
2007,77974,225,10533
2007,77975,946,30656
2007,77976,210,8939
2007,77977,350,10820
2007,77978,353,15584
2007,77979,7755,311982
2007,77982,537,26543
2007,77983,936,30766
2007,77984,2196,88668
2007,77986,31,797
2007,77987,111,4144
2007,77988,404,14120
2007,77989,57,2429
2007,77990,367,11361
2007,77991,236,9342
2007,77993,79,3334
2007,77994,215,8527
2007,77995,4464,176125
2007,78001,14,2
2007,78002,2956,83216
2007,78003,4357,213300
2007,78004,295,21603
2007,78005,319,9910
2007,78006,13594,1385135
2007,78007,81,2457
2007,78008,148,5079
2007,78009,3605,174644
2007,78010,1476,66812
2007,78011,940,27861
2007,78012,212,4924
2007,78013,2549,140604
2007,78014,2107,60423
2007,78015,4420,663309
2007,78016,4389,151637
2007,78017,1550,43157
2007,78019,449,14975
2007,78021,58,1352
2007,78022,2226,124295
2007,78023,10578,925182
2007,78024,740,91942
2007,78025,2775,134046
2007,78026,2634,94597
2007,78027,226,23143
2007,78028,17676,946240
2007,78029,1593,118040
2007,78039,905,31536
2007,78040,17584,367867
2007,78041,19659,802214
2007,78042,953,142017
2007,78043,16271,451605
2007,78044,1306,71976
2007,78045,21561,1041999
2007,78046,21289,465706
2007,78050,531,14674
2007,78052,3071,110487
2007,78054,305,7035
2007,78055,763,41999
2007,78056,745,56227
2007,78057,445,14987
2007,78058,426,22023
2007,78059,2156,70639
2007,78060,27,386
2007,78061,4155,117595
2007,78063,4101,195187
2007,78064,6287,259064
2007,78065,4587,126678
2007,78066,345,20412
2007,78067,366,17589
2007,78069,2208,65835
2007,78070,6403,479226
2007,78071,1554,71707
2007,78072,315,16233
2007,78073,3551,100939
2007,78074,114,5440
2007,78075,75,2765
2007,78076,4673,171474
2007,78101,3950,184197
2007,78102,8205,258219
2007,78104,1391,143891
2007,78107,123,3533
2007,78108,10888,590204
2007,78109,15760,594228
2007,78112,3433,95219
2007,78113,1031,47980
2007,78114,8686,358360
2007,78115,210,9795
2007,78116,158,4707
2007,78117,294,11503
2007,78118,1900,61709
2007,78119,2341,73440
2007,78121,4982,269669
2007,78122,201,5469
2007,78123,1362,75657
2007,78124,2845,118620
2007,78125,63,2913
2007,78130,27033,1211017
2007,78131,1050,84496
2007,78132,8295,747182
2007,78133,7909,391127
2007,78140,1471,44588
2007,78141,305,12250
2007,78142,136,4771
2007,78143,38,431
2007,78144,13,278
2007,78145,127,4091
2007,78146,373,16772
2007,78147,1095,42638
2007,78148,9684,477785
2007,78150,190,7644
2007,78151,657,18001
2007,78152,1220,64328
2007,78154,13911,752264
2007,78155,20235,811534
2007,78156,874,32440
2007,78159,426,10889
2007,78160,1815,66743
2007,78161,458,16791
2007,78162,189,6269
2007,78163,4652,360907
2007,78164,1907,83693
2007,78201,21492,534149
2007,78202,5936,92617
2007,78203,2754,47503
2007,78204,5480,143248
2007,78205,984,169939
2007,78207,21582,382516
2007,78208,1967,35638
2007,78209,19536,2715805
2007,78210,17592,412611
2007,78211,14753,288536
2007,78212,14016,1152460
2007,78213,19909,755759
2007,78214,11309,237026
2007,78215,655,26613
2007,78216,19530,1118624
2007,78217,16292,709726
2007,78218,14783,512317
2007,78219,7020,185110
2007,78220,8857,201300
2007,78221,16743,390432
2007,78222,8282,258994
2007,78223,22615,612198
2007,78224,8508,212022
2007,78225,6755,147367
2007,78226,3019,64347
2007,78227,20624,519860
2007,78228,27554,706861
2007,78229,13565,581316
2007,78230,19617,1496319
2007,78231,4228,417615
2007,78232,17887,1476010
2007,78233,20838,764549
2007,78234,1678,69814
2007,78235,196,6294
2007,78236,1175,26967
2007,78237,17717,322990
2007,78238,11134,346932
2007,78239,13290,556777
2007,78240,24452,1010455
2007,78242,12638,287294
2007,78243,10,273
2007,78244,12364,431149
2007,78245,23475,840722
2007,78246,264,20137
2007,78247,23730,1180090
2007,78248,6976,888304
2007,78249,20295,1115088
2007,78250,25668,1092845
2007,78251,20854,893389
2007,78252,1702,53358
2007,78253,10853,595987
2007,78254,18277,926467
2007,78255,3892,364692
2007,78256,2367,226164
2007,78257,1723,514424
2007,78258,17770,1990472
2007,78259,9562,767178
2007,78260,8328,765585
2007,78261,4284,435013
2007,78263,2126,104001
2007,78264,5001,140035
2007,78265,630,48569
2007,78266,2774,327615
2007,78268,324,13337
2007,78269,478,62029
2007,78270,413,22631
2007,78278,532,49687
2007,78279,221,24636
2007,78280,91,5943
2007,78283,476,44431
2007,78288,60,2403
2007,78291,58,2651
2007,78292,30,467
2007,78293,27,421
2007,78294,16,278
2007,78295,15,176
2007,78296,49,3742
2007,78297,30,613
2007,78298,33,651
2007,78299,100,15305
2007,78330,539,24738
2007,78332,11913,439690
2007,78333,1550,95700
2007,78335,1173,44657
2007,78336,4797,178405
2007,78338,28,731
2007,78339,558,15624
2007,78340,219,7374
2007,78341,874,27521
2007,78342,299,9221
2007,78343,2099,74323
2007,78344,203,10963
2007,78347,58,3907
2007,78349,274,5990
2007,78350,42,2273
2007,78351,445,10989
2007,78352,263,6431
2007,78353,211,5049
2007,78355,3592,88824
2007,78357,1610,60993
2007,78358,1491,49762
2007,78359,1123,30602
2007,78361,2375,79866
2007,78362,4568,178680
2007,78363,11956,401527
2007,78364,1114,55294
2007,78368,4501,129151
2007,78369,191,8573
2007,78370,2362,89808
2007,78371,127,3083
2007,78372,2521,96256
2007,78373,2049,141158
2007,78374,7866,427454
2007,78375,1652,51716
2007,78376,195,4458
2007,78377,1918,77905
2007,78379,849,36088
2007,78380,10322,330413
2007,78381,1750,92033
2007,78382,7224,360757
2007,78383,1639,80790
2007,78384,2728,75751
2007,78385,157,4133
2007,78387,4587,155834
2007,78389,807,22928
2007,78390,2839,94882
2007,78391,182,4635
2007,78393,1221,56540
2007,78401,1755,135212
2007,78402,266,12991
2007,78403,694,108123
2007,78404,7417,312926
2007,78405,6929,121842
2007,78406,452,9779
2007,78407,1294,25548
2007,78408,5097,115336
2007,78409,1200,38348
2007,78410,11172,575130
2007,78411,13427,633662
2007,78412,16196,728387
2007,78413,16323,951639
2007,78414,12206,764361
2007,78415,17737,496534
2007,78416,7798,156603
2007,78417,1936,48958
2007,78418,13117,698554
2007,78419,203,4223
2007,78426,383,28603
2007,78427,515,33034
2007,78460,360,18119
2007,78463,440,27725
2007,78465,485,9230
2007,78466,592,44856
2007,78467,598,15310
2007,78468,355,20465
2007,78469,708,29597
2007,78472,62,1846
2007,78473,59,7531
2007,78475,39,10786
2007,78480,492,28621
2007,78501,24555,810575
2007,78502,1845,166125
2007,78503,8322,290276
2007,78504,18281,1076483
2007,78505,1190,72536
2007,78516,10902,253078
2007,78520,24970,694046
2007,78521,37078,878053
2007,78522,625,12323
2007,78523,1054,47248
2007,78526,15899,551221
2007,78535,729,17391
2007,78536,135,3530
2007,78537,13175,285822
2007,78538,3807,76976
2007,78539,21454,759664
2007,78540,2532,106371
2007,78541,18778,502358
2007,78542,659,16942
2007,78543,4011,81078
2007,78545,312,6437
2007,78547,1145,22305
2007,78548,1320,24819
2007,78549,449,7483
2007,78550,21052,733347
2007,78551,743,40161
2007,78552,12259,493629
2007,78553,1202,38543
2007,78557,6141,136660
2007,78558,1267,26757
2007,78559,4876,132709
2007,78560,2052,49068
2007,78561,273,5168
2007,78562,1045,16688
2007,78563,326,22890
2007,78564,129,3305
2007,78565,580,9798
2007,78566,5580,161971
2007,78567,491,8573
2007,78568,295,6852
2007,78569,1739,46976
2007,78570,11253,247166
2007,78572,26578,909494
2007,78573,12839,373890
2007,78574,15007,417070
2007,78575,2052,116978
2007,78576,2835,68057
2007,78577,25277,619658
2007,78578,4516,162745
2007,78579,1931,40374
2007,78580,5060,124107
2007,78582,12937,314602
2007,78583,2605,75579
2007,78584,7973,153093
2007,78585,122,1664
2007,78586,19410,487894
2007,78588,184,4355
2007,78589,14702,343658
2007,78590,210,4208
2007,78591,163,4633
2007,78592,664,12221
2007,78593,2314,49014
2007,78594,949,18218
2007,78595,2022,38428
2007,78596,22447,643611
2007,78597,1347,129524
2007,78598,169,5357
2007,78599,1859,56739
2007,78601,14,0
2007,78602,10855,497381
2007,78604,38,2018
2007,78605,2079,99728
2007,78606,2549,133969
2007,78607,126,5881
2007,78608,277,13361
2007,78609,1042,47364
2007,78610,9617,598971
2007,78611,5996,296730
2007,78612,5323,235026
2007,78613,26953,1836746
2007,78614,227,7928
2007,78615,582,28131
2007,78616,2700,92756
2007,78617,6852,221133
2007,78618,133,10587
2007,78619,1264,130962
2007,78620,6502,552870
2007,78621,9259,388174
2007,78622,216,6417
2007,78623,441,27119
2007,78624,10953,688994
2007,78626,9674,459547
2007,78627,908,67275
2007,78628,12800,1093131
2007,78629,5585,193884
2007,78630,841,43213
2007,78631,1186,54391
2007,78632,437,16517
2007,78633,7463,670402
2007,78634,8777,447265
2007,78635,63,1179
2007,78636,1758,96191
2007,78638,977,46775
2007,78639,3590,140998
2007,78640,16663,744670
2007,78641,17322,1058017
2007,78642,4055,251417
2007,78643,3213,140054
2007,78644,7734,282345
2007,78645,4873,358702
2007,78646,626,26704
2007,78648,3499,122587
2007,78650,680,31431
2007,78651,23,623
2007,78652,2115,126111
2007,78653,7032,317884
2007,78654,8476,472564
2007,78655,1255,51369
2007,78656,1044,31961
2007,78657,2622,365832
2007,78658,13,177
2007,78659,1250,54393
2007,78660,27958,1482521
2007,78661,233,6235
2007,78662,1104,47385
2007,78663,300,21574
2007,78664,24266,1305399
2007,78665,10721,722528
2007,78666,23207,903305
2007,78667,1008,78636
2007,78669,4001,452900
2007,78670,176,6114
2007,78671,398,14314
2007,78672,499,17482
2007,78673,79,4985
2007,78674,234,9859
2007,78675,95,9003
2007,78676,6286,457670
2007,78677,24,663
2007,78680,625,32600
2007,78681,20684,1570356
2007,78682,24,2729
2007,78683,402,19678
2007,78691,743,34307
2007,78701,3305,499195
2007,78702,10521,277952
2007,78703,9901,1805500
2007,78704,21810,1163109
2007,78705,5218,255718
2007,78708,446,21529
2007,78709,533,47255
2007,78711,269,20231
2007,78712,45,1231
2007,78713,226,10179
2007,78714,846,35950
2007,78715,565,21551
2007,78716,532,92956
2007,78717,9402,812613
2007,78718,153,4928
2007,78719,725,21656
2007,78720,780,57675
2007,78721,5316,114180
2007,78722,3209,136016
2007,78723,12399,424122
2007,78724,6746,187622
2007,78725,2420,82346
2007,78726,5986,481810
2007,78727,14043,840540
2007,78728,9685,433408
2007,78729,13332,694635
2007,78730,3274,674681
2007,78731,13037,1825339
2007,78732,4463,694304
2007,78733,3889,753771
2007,78734,8417,1077486
2007,78735,7061,1300764
2007,78736,3667,247704
2007,78737,5188,576563
2007,78738,4870,933479
2007,78739,6526,778522
2007,78741,17274,408629
2007,78742,372,9441
2007,78744,16654,471220
2007,78745,28869,1091992
2007,78746,13098,3655399
2007,78747,6056,355887
2007,78748,18642,924217
2007,78749,16805,1120872
2007,78750,12927,1093405
2007,78751,6729,304939
2007,78752,7020,206794
2007,78753,19342,629059
2007,78754,5914,259640
2007,78755,572,64375
2007,78756,4195,271615
2007,78757,11444,608150
2007,78758,19172,705504
2007,78759,21199,1722727
2007,78760,521,25716
2007,78761,552,18410
2007,78762,229,6956
2007,78763,419,85751
2007,78764,137,6797
2007,78765,383,29592
2007,78766,479,31031
2007,78767,813,61279
2007,78768,608,80548
2007,78801,8677,266603
2007,78802,1500,80367
2007,78827,613,12420
2007,78828,160,6401
2007,78829,617,16645
2007,78830,320,5457
2007,78832,1502,52652
2007,78833,641,18455
2007,78834,3357,97889
2007,78836,75,1467
2007,78837,152,5954
2007,78838,238,12013
2007,78839,3700,69332
2007,78840,19415,609466
2007,78841,1156,30989
2007,78842,790,33410
2007,78843,219,4833
2007,78850,530,20528
2007,78851,21,469
2007,78852,18660,443324
2007,78853,5468,116586
2007,78860,111,2508
2007,78861,5440,209705
2007,78870,424,12832
2007,78871,31,506
2007,78872,779,18748
2007,78873,812,30420
2007,78877,363,9031
2007,78879,119,5575
2007,78880,799,32359
2007,78881,1105,34070
2007,78883,140,6471
2007,78884,557,21977
2007,78885,76,3783
2007,78886,289,8552
2007,78931,130,5673
2007,78932,371,17635
2007,78933,688,48882
2007,78934,3493,160605
2007,78935,387,19156
2007,78938,193,6157
2007,78940,970,46477
2007,78941,1415,60527
2007,78942,4060,177305
2007,78943,157,3808
2007,78944,338,14993
2007,78945,5028,253226
2007,78946,481,16925
2007,78947,2056,98139
2007,78948,403,14060
2007,78949,202,7899
2007,78950,922,52544
2007,78951,28,530
2007,78952,89,3339
2007,78953,483,21969
2007,78954,554,38541
2007,78956,2637,120984
2007,78957,4024,169010
2007,78959,781,22003
2007,78960,90,5044
2007,78962,2291,105262
2007,78963,360,14519
2007,79001,125,4112
2007,79002,17,442
2007,79003,76,5993
2007,79005,661,41509
2007,79007,6361,289352
2007,79008,605,40564
2007,79009,885,26473
2007,79010,211,8226
2007,79011,118,11691
2007,79012,478,29818
2007,79013,938,23916
2007,79014,1699,137734
2007,79015,7793,415800
2007,79016,121,1865
2007,79018,215,7928
2007,79019,829,36402
2007,79021,94,3122
2007,79022,4048,193755
2007,79024,187,7032
