YEAR,ZIP CODE,NO. OF RETURNS,AGI
2012,75482,9780,483013
2012,75483,0,0
2012,75485,0,0
2012,75486,980,46168
2012,75487,580,23055
2012,75488,390,16555
2012,75489,0,0
2012,75490,990,50420
2012,75491,1980,104503
2012,75492,230,9965
2012,75493,0,0
2012,75494,4230,194059
2012,75495,3150,208931
2012,75496,1260,53601
2012,75497,1490,87597
2012,75501,14510,537437
2012,75503,10990,942746
2012,75504,0,0
2012,75505,0,0
2012,75550,370,12333
2012,75551,4590,209533
2012,75554,700,29326
2012,75555,550,26288
2012,75556,530,25503
2012,75558,640,30972
2012,75559,2480,107338
2012,75560,440,16351
2012,75561,2360,99073
2012,75562,0,0
2012,75563,1840,78465
2012,75564,0,0
2012,75565,0,0
2012,75566,290,9748
2012,75567,1510,68036
2012,75568,1180,45056
2012,75569,1540,67036
2012,75570,3930,182312
2012,75571,1140,45548
2012,75572,1580,65151
2012,75573,0,0
2012,75574,740,31788
2012,75601,6410,348266
2012,75602,9040,323030
2012,75603,2580,132251
2012,75604,12790,730369
2012,75605,13120,1044015
2012,75606,0,0
2012,75607,0,0
2012,75608,0,0
2012,75615,0,0
2012,75630,1040,45100
2012,75631,1090,60264
2012,75633,6240,348061
2012,75636,0,0
2012,75637,0,0
2012,75638,2330,106965
2012,75639,1160,57937
2012,75640,1970,104208
2012,75641,0,0
2012,75642,0,0
2012,75643,790,42425
2012,75644,4820,223227
2012,75645,3770,188675
2012,75647,5460,277474
2012,75650,3900,241226
2012,75651,910,45287
2012,75652,5040,253024
2012,75653,0,0
2012,75654,4730,234880
2012,75656,1950,83920
2012,75657,3390,139575
2012,75658,0,0
2012,75659,0,0
2012,75660,0,0
2012,75661,1040,46203
2012,75662,10000,507928
2012,75663,0,0
2012,75666,0,0
2012,75667,470,20059
2012,75668,850,31951
2012,75669,240,12268
2012,75670,6720,229225
2012,75671,0,0
2012,75672,6830,376642
2012,75680,0,0
2012,75681,1050,46970
2012,75682,0,0
2012,75683,1500,66546
2012,75684,2360,111397
2012,75685,0,0
2012,75686,5250,251839
2012,75687,0,0
2012,75688,0,0
2012,75689,0,0
2012,75691,1850,94385
2012,75692,2220,110447
2012,75693,2880,171379
2012,75694,0,0
2012,75701,14320,812421
2012,75702,10400,291782
2012,75703,17850,1502461
2012,75704,3520,135936
2012,75705,930,32578
2012,75706,3560,125083
2012,75707,6370,466970
2012,75708,2870,91314
2012,75709,2410,137879
2012,75710,0,0
2012,75711,0,0
2012,75712,0,0
2012,75713,0,0
2012,75750,1580,86277
2012,75751,6940,332044
2012,75752,2570,146807
2012,75754,2330,121703
2012,75755,2160,97400
2012,75756,1630,77233
2012,75757,4600,357014
2012,75758,4140,193894
2012,75759,0,0
2012,75760,1030,42840
2012,75762,5720,395507
2012,75763,2380,121916
2012,75764,0,0
2012,75765,3040,157976
2012,75766,10610,433107
2012,75770,1040,57503
2012,75771,8430,503424
2012,75772,0,0
2012,75773,4980,222141
2012,75778,1260,52274
2012,75779,0,0
2012,75780,0,0
2012,75782,0,0
2012,75783,2990,146163
2012,75784,290,11988
2012,75785,3650,159103
2012,75788,0,0
2012,75789,3110,167783
2012,75790,1960,99099
2012,75791,5700,363525
2012,75792,1460,60175
2012,75799,0,0
2012,75801,6810,282453
2012,75802,0,0
2012,75803,5960,270224
2012,75831,2030,114953
2012,75832,0,0
2012,75833,1400,79379
2012,75835,4570,203835
2012,75838,280,14294
2012,75839,2100,100304
2012,75840,3300,178341
2012,75844,2120,102278
2012,75845,1080,44004
2012,75846,1050,51981
2012,75847,580,23076
2012,75848,0,0
2012,75849,0,0
2012,75850,230,12203
2012,75851,970,46576
2012,75852,690,29778
2012,75853,420,20977
2012,75855,980,40924
2012,75856,120,4914
2012,75858,0,0
2012,75859,820,62382
2012,75860,2340,111944
2012,75861,770,32529
2012,75862,3840,150713
2012,75865,0,0
2012,75880,0,0
2012,75884,0,0
2012,75886,0,0
2012,75901,11620,575233
2012,75902,0,0
2012,75903,0,0
2012,75904,13930,670849
2012,75915,0,0
2012,75925,1450,57459
2012,75926,440,19679
2012,75928,480,17259
2012,75929,570,25501
2012,75930,630,27567
2012,75931,930,51898
2012,75932,550,26124
2012,75933,590,27274
2012,75934,0,0
2012,75935,5590,274907
2012,75936,350,17886
2012,75937,480,24742
2012,75938,1000,43720
2012,75939,1570,62593
2012,75941,3260,132347
2012,75942,0,0
2012,75943,550,25760
2012,75944,550,26577
2012,75946,1330,56872
2012,75948,2360,118206
2012,75949,3190,146835
2012,75951,6500,284409
2012,75954,1320,71308
2012,75956,2820,133716
2012,75958,0,0
2012,75959,370,19211
2012,75960,370,15642
2012,75961,5470,223940
2012,75962,0,0
2012,75963,0,0
2012,75964,7360,278302
2012,75965,6690,410427
2012,75966,1690,69493
2012,75968,710,32723
2012,75969,1570,72435
2012,75972,2600,103930
2012,75973,1030,48393
2012,75974,1190,56658
2012,75975,1430,58875
2012,75976,0,0
2012,75977,250,8886
2012,75978,0,0
2012,75979,3200,149757
2012,75980,980,44153
2012,76001,13970,872428
2012,76002,14150,724020
2012,76003,0,0
2012,76004,0,0
2012,76005,0,0
2012,76006,13020,742175
2012,76007,0,0
2012,76008,6410,835665
2012,76009,8380,381792
2012,76010,21440,564739
2012,76011,10790,389015
2012,76012,12630,846975
2012,76013,14590,826797
2012,76014,15410,483747
2012,76015,8240,399679
2012,76016,15040,1225785
2012,76017,21730,1349549
2012,76018,12650,546041
2012,76019,0,0
2012,76020,11550,689215
2012,76021,17790,1124321
2012,76022,7080,338968
2012,76023,2630,132902
2012,76028,27400,1749545
2012,76031,6600,287600
2012,76033,11050,583484
2012,76034,11620,2496329
2012,76035,770,66241
2012,76036,10690,576379
2012,76039,17720,933259
2012,76040,13500,578399
2012,76041,180,7395
2012,76043,2910,172838
2012,76044,1720,93684
2012,76048,9920,599296
2012,76049,12040,887781
2012,76050,2640,161705
2012,76051,22940,1839169
2012,76052,7270,590951
2012,76053,13980,614536
2012,76054,6260,501778
2012,76055,1110,47232
2012,76058,7320,345864
2012,76059,1930,73185
2012,76060,3350,241139
2012,76061,310,16700
2012,76063,28570,2197882
2012,76064,840,52493
2012,76065,14090,987241
2012,76066,1360,76180
2012,76067,7920,340824
2012,76068,0,0
2012,76070,200,18719
2012,76071,1580,89760
2012,76073,2270,133275
2012,76077,250,13666
2012,76078,3680,213564
2012,76082,7690,389528
2012,76084,3180,142153
2012,76085,4580,272834
2012,76086,9200,457222
2012,76087,11730,991088
2012,76088,5070,334666
2012,76092,12240,3190253
2012,76093,980,45475
2012,76094,0,0
2012,76095,0,0
2012,76096,0,0
2012,76097,0,0
2012,76098,0,0
2012,76099,0,0
2012,76101,0,0
2012,76102,3850,2018645
2012,76103,6480,222295
2012,76104,6570,215776
2012,76105,8690,200886
2012,76106,13330,364884
2012,76107,13560,2432056
2012,76108,17780,1045397
2012,76109,9590,1624979
2012,76110,12720,595100
2012,76111,9120,294428
2012,76112,18020,670586
2012,76113,0,0
2012,76114,10800,434462
2012,76115,8350,224583
2012,76116,21370,1310017
2012,76117,13740,471316
2012,76118,6780,358687
2012,76119,17190,449487
2012,76120,7790,352395
2012,76121,0,0
2012,76122,0,0
2012,76123,13390,734054
2012,76124,0,0
2012,76126,10230,960593
2012,76127,230,8113
2012,76129,0,0
2012,76131,13640,752569
2012,76132,12280,1318123
2012,76133,22400,985339
2012,76134,10960,414899
2012,76135,8750,453679
2012,76136,0,0
2012,76137,25810,1368755
2012,76140,12060,464398
2012,76147,0,0
2012,76148,11120,510642
2012,76155,2410,106772
2012,76161,0,0
2012,76162,0,0
2012,76163,0,0
2012,76164,6930,194736
2012,76177,3850,269134
2012,76179,22810,1546350
2012,76180,16060,822965
2012,76181,0,0
2012,76182,14110,1062100
2012,76185,0,0
2012,76201,8980,292632
2012,76202,0,0
2012,76203,0,0
2012,76204,0,0
2012,76205,7850,401156
2012,76206,0,0
2012,76207,5780,336002
2012,76208,9220,582836
2012,76209,11100,442528
2012,76210,17490,1217381
2012,76225,1380,84708
2012,76226,8530,1212638
2012,76227,10850,693784
2012,76228,450,23186
2012,76230,4130,238881
2012,76233,1410,75259
2012,76234,7000,497247
2012,76238,240,18619
2012,76239,480,32346
2012,76240,10980,568002
2012,76241,0,0
2012,76244,27300,1983000
2012,76245,750,36422
2012,76246,0,0
2012,76247,5940,364507
2012,76248,16400,1881134
2012,76249,3620,210985
2012,76250,610,43197
2012,76251,330,18876
2012,76252,1420,123555
2012,76253,0,0
2012,76255,2180,122552
2012,76258,2900,202976
2012,76259,2020,136294
2012,76261,90,4071
2012,76262,14270,2061205
2012,76263,0,0
2012,76264,630,30963
2012,76265,720,47207
2012,76266,6400,354742
2012,76267,0,0
2012,76268,0,0
2012,76270,880,53277
2012,76271,640,34433
2012,76272,2020,115403
2012,76273,3900,212501
2012,76301,6680,249979
2012,76302,5170,266667
2012,76305,2270,114055
2012,76306,6540,227151
2012,76307,0,0
2012,76308,9290,677904
2012,76309,5920,336988
2012,76310,8260,484646
2012,76311,1160,40560
2012,76351,840,44469
2012,76352,0,0
2012,76354,5080,244122
2012,76357,310,17779
2012,76360,1350,59229
2012,76363,130,4457
2012,76364,0,0
2012,76365,2080,105289
2012,76366,990,59546
2012,76367,4280,223257
2012,76369,0,0
2012,76370,0,0
2012,76371,680,28759
2012,76372,360,16670
2012,76373,0,0
2012,76374,1640,86096
2012,76377,360,16483
2012,76379,220,10553
2012,76380,1480,71631
2012,76384,5130,225929
2012,76385,0,0
2012,76388,0,0
2012,76389,580,38995
2012,76401,10210,514072
2012,76402,0,0
2012,76424,3350,175602
2012,76426,4490,283456
2012,76427,320,15386
2012,76429,0,0
2012,76430,1130,109096
2012,76431,1440,81402
2012,76432,550,22212
2012,76433,570,41376
2012,76435,250,10601
2012,76436,110,4320
2012,76437,2170,95202
2012,76439,0,0
2012,76442,2980,127543
2012,76443,740,34476
2012,76444,1430,56616
2012,76445,160,5696
2012,76446,3170,124082
2012,76448,2380,139424
2012,76449,980,65513
2012,76450,5710,366515
2012,76452,0,0
2012,76453,490,40737
2012,76454,640,23498
2012,76455,380,15524
2012,76457,1520,75386
2012,76458,2150,133505
2012,76459,0,0
2012,76460,150,10986
2012,76461,0,0
2012,76462,1210,84468
2012,76463,190,11516
2012,76464,180,8335
2012,76465,0,0
2012,76466,0,0
2012,76467,0,0
2012,76468,0,0
2012,76469,0,0
2012,76470,1120,52282
2012,76471,580,25587
2012,76472,680,38557
2012,76474,130,7030
2012,76475,400,25087
2012,76476,1050,65062
2012,76481,110,4159
2012,76483,460,31506
2012,76484,390,18061
2012,76485,0,0
2012,76486,520,25246
2012,76487,990,60585
2012,76490,0,0
2012,76491,170,8753
2012,76501,7180,286087
2012,76502,15440,988598
2012,76503,0,0
2012,76504,9880,337019
2012,76505,0,0
2012,76511,920,36094
2012,76513,15300,902985
2012,76518,500,18582
2012,76519,260,10890
2012,76520,3270,138763
2012,76522,15830,645801
2012,76523,0,0
2012,76524,1240,56818
2012,76525,410,16620
2012,76526,0,0
2012,76527,1830,94307
2012,76528,6830,314129
2012,76530,1130,52026
2012,76531,2040,113824
2012,76533,0,0
2012,76534,1090,58629
2012,76537,2290,109345
2012,76538,320,15105
2012,76539,3580,191221
2012,76540,0,0
2012,76541,7790,208578
2012,76542,18680,829025
2012,76543,12640,431653
2012,76544,9870,274584
2012,76545,0,0
2012,76547,0,0
2012,76548,11690,625962
2012,76549,18850,707044
2012,76550,5210,278943
2012,76554,990,43413
2012,76556,600,27167
2012,76557,2050,92945
2012,76558,0,0
2012,76559,2050,106291
2012,76561,440,18026
2012,76564,0,0
2012,76565,0,0
2012,76566,120,5371
2012,76567,3650,172808
2012,76569,1130,49397
2012,76570,1050,43396
2012,76571,3280,270042
2012,76573,0,0
2012,76574,7880,354827
2012,76577,1310,66210
2012,76578,730,33968
2012,76579,1950,91804
2012,76597,0,0
2012,76621,500,25878
2012,76622,440,19811
2012,76623,0,0
2012,76624,1030,46296
2012,76626,680,33425
2012,76627,650,29382
2012,76628,0,0
2012,76629,850,39294
2012,76630,740,34998
2012,76631,200,9349
2012,76632,670,21788
2012,76633,2330,211907
2012,76634,2900,151420
2012,76635,520,16193
2012,76636,630,32067
2012,76637,230,12279
2012,76638,1260,105434
2012,76639,570,22300
2012,76640,1330,52365
2012,76641,640,30934
2012,76642,2600,122961
2012,76643,6700,361406
2012,76644,0,0
2012,76645,4630,193768
2012,76648,1020,42683
2012,76649,300,16270
2012,76650,0,0
2012,76651,1270,59272
2012,76652,390,16956
2012,76653,420,18256
2012,76654,0,0
2012,76655,3640,225051
2012,76656,950,40414
2012,76657,4180,320563
2012,76660,200,7070
2012,76661,2580,85273
2012,76664,1260,51548
2012,76665,990,45999
2012,76666,110,5449
2012,76667,4760,186460
2012,76670,540,24183
2012,76671,650,29268
2012,76673,430,18669
2012,76676,160,6489
2012,76678,0,0
2012,76679,540,22362
2012,76680,0,0
2012,76681,170,6601
2012,76682,1240,54613
2012,76684,0,0
2012,76685,0,0
2012,76686,0,0
2012,76687,580,30437
2012,76689,1630,84787
2012,76690,490,20799
2012,76691,3020,149331
2012,76692,4070,196468
2012,76693,720,32976
2012,76701,660,32006
2012,76702,0,0
2012,76703,0,0
2012,76704,2810,60260
2012,76705,11830,400972
2012,76706,11760,432126
2012,76707,6440,161322
2012,76708,10980,461775
2012,76710,11240,675407
2012,76711,3870,104299
2012,76712,11110,894243
2012,76714,0,0
2012,76715,0,0
2012,76716,0,0
2012,76798,0,0
2012,76801,9620,401294
2012,76802,2030,90769
2012,76803,0,0
2012,76804,0,0
2012,76820,0,0
2012,76821,2080,98159
2012,76823,1210,48721
2012,76824,0,0
2012,76825,3030,130731
2012,76827,150,8943
2012,76828,0,0
2012,76831,0,0
2012,76832,240,17430
2012,76834,2370,98195
2012,76836,0,0
2012,76837,580,22634
2012,76841,0,0
2012,76842,0,0
2012,76844,1450,69642
2012,76845,0,0
2012,76848,0,0
2012,76849,1650,73552
2012,76852,0,0
2012,76853,610,25022
2012,76854,130,6143
2012,76855,0,0
2012,76856,1620,82431
2012,76857,670,32187
2012,76858,110,3993
2012,76859,750,40774
2012,76861,880,41657
2012,76862,0,0
2012,76864,260,12631
2012,76865,0,0
2012,76866,230,11168
2012,76869,0,0
2012,76870,100,3914
2012,76871,310,11646
2012,76872,280,12278
2012,76873,0,0
2012,76874,0,0
2012,76875,280,13643
2012,76877,1680,69271
2012,76878,670,30777
2012,76880,0,0
2012,76882,110,4565
2012,76884,0,0
2012,76885,0,0
2012,76886,0,0
2012,76887,0,0
2012,76888,0,0
2012,76890,380,16031
2012,76901,12960,647726
2012,76902,0,0
2012,76903,13710,500544
2012,76904,14720,1035782
2012,76905,4980,224146
2012,76906,0,0
2012,76908,0,0
2012,76909,0,0
2012,76930,0,0
2012,76932,1540,108127
2012,76933,570,27581
2012,76934,430,18195
2012,76935,690,58093
2012,76936,1170,70426
2012,76937,120,4795
2012,76939,0,0
2012,76940,0,0
2012,76941,640,48165
2012,76943,1650,103599
2012,76945,750,38172
2012,76950,1850,126534
2012,76951,580,159541
2012,76953,0,0
2012,76955,0,0
2012,76957,190,17103
2012,76958,0,0
2012,77001,0,0
2012,77002,4450,1818042
2012,77003,4900,241949
2012,77004,13100,922651
2012,77005,11090,4983523
2012,77006,12050,1596949
2012,77007,19360,3333203
2012,77008,17300,1858315
2012,77009,17240,957958
2012,77010,430,249782
2012,77011,7280,208648
2012,77012,7430,207522
2012,77013,6730,222497
2012,77014,13160,477238
2012,77015,22380,847189
2012,77016,12600,335854
2012,77017,12960,424379
2012,77018,12880,1088087
2012,77019,11840,5572872
2012,77020,10350,312705
2012,77021,11670,439495
2012,77022,11510,310011
2012,77023,11640,405505
2012,77024,17570,8973976
2012,77025,12120,1401085
2012,77026,9630,237017
2012,77027,8730,2051699
2012,77028,7490,190400
2012,77029,7590,243848
2012,77030,5100,774234
2012,77031,6740,256963
2012,77032,4910,139951
2012,77033,12650,312178
2012,77034,14800,529713
2012,77035,15480,704478
2012,77036,25970,750717
2012,77037,7640,221865
2012,77038,10850,336481
2012,77039,10720,335816
2012,77040,22450,1553943
2012,77041,16380,1413062
2012,77042,20240,1781964
2012,77043,11530,760260
2012,77044,14970,998167
2012,77045,13900,421189
2012,77046,980,349591
2012,77047,12010,466723
2012,77048,7050,211412
2012,77049,13120,575801
2012,77050,1880,59029
2012,77051,6740,165072
2012,77052,0,0
2012,77053,13340,403074
2012,77054,9950,472480
2012,77055,17710,1624250
2012,77056,11100,4857996
2012,77057,19810,2603542
2012,77058,8660,684624
2012,77059,7880,1164597
2012,77060,15050,432299
2012,77061,9640,336905
2012,77062,12040,1033721
2012,77063,16700,1183775
2012,77064,21690,1231285
2012,77065,17040,977538
2012,77066,14860,668344
2012,77067,12930,413583
2012,77068,5150,387728
2012,77069,8940,1333315
2012,77070,23000,1555993
2012,77071,12270,527605
2012,77072,24470,692587
2012,77073,16080,623606
2012,77074,14920,495647
2012,77075,15610,577632
2012,77076,12670,360267
2012,77077,27260,3054233
2012,77078,6200,165159
2012,77079,15570,2384056
2012,77080,18270,744298
2012,77081,17430,590034
2012,77082,25280,1904541
2012,77083,31810,1205541
2012,77084,44370,2280477
2012,77085,7360,242128
2012,77086,11270,366154
2012,77087,14920,463738
2012,77088,23260,781639
2012,77089,22380,1102124
2012,77090,16000,590866
2012,77091,10690,326813
2012,77092,15040,622957
2012,77093,17470,464897
2012,77094,4590,843334
2012,77095,31410,2454195
2012,77096,16130,1358331
2012,77098,8110,1497937
2012,77099,20210,616892
2012,77204,0,0
2012,77205,0,0
2012,77206,0,0
2012,77207,0,0
2012,77208,0,0
2012,77210,0,0
2012,77213,0,0
2012,77215,0,0
2012,77217,0,0
2012,77218,0,0
2012,77219,0,0
2012,77220,0,0
2012,77221,0,0
2012,77222,0,0
2012,77223,0,0
2012,77224,0,0
2012,77225,0,0
2012,77226,0,0
2012,77227,0,0
2012,77228,0,0
2012,77229,0,0
2012,77230,0,0
2012,77231,0,0
2012,77233,0,0
2012,77234,0,0
2012,77235,0,0
2012,77236,0,0
2012,77237,0,0
2012,77238,0,0
2012,77240,0,0
2012,77241,0,0
2012,77242,0,0
2012,77243,0,0
2012,77244,0,0
2012,77245,0,0
2012,77248,0,0
2012,77249,0,0
2012,77251,0,0
2012,77252,0,0
2012,77253,0,0
2012,77254,0,0
2012,77255,0,0
2012,77256,0,0
2012,77257,0,0
2012,77258,0,0
2012,77259,0,0
2012,77261,0,0
2012,77262,0,0
2012,77263,0,0
2012,77265,0,0
2012,77266,0,0
2012,77267,0,0
2012,77268,0,0
2012,77269,0,0
2012,77270,0,0
2012,77271,0,0
2012,77272,0,0
2012,77273,0,0
2012,77274,0,0
2012,77275,0,0
2012,77277,0,0
2012,77279,0,0
2012,77280,0,0
2012,77282,0,0
2012,77284,0,0
2012,77287,0,0
2012,77288,0,0
2012,77289,0,0
2012,77290,0,0
2012,77291,0,0
2012,77292,0,0
2012,77293,0,0
2012,77301,11660,391223
2012,77302,7540,476183
2012,77303,7020,321813
2012,77304,11160,870216
2012,77305,0,0
2012,77306,4430,167431
2012,77316,7690,731032
2012,77318,6480,476717
2012,77320,8850,387972
2012,77325,0,0
2012,77326,0,0
2012,77327,7060,316369
2012,77328,6290,290475
2012,77331,2610,170432
2012,77332,0,0
2012,77333,0,0
2012,77334,0,0
2012,77335,810,30928
2012,77336,5700,438922
2012,77338,15860,627598
2012,77339,18050,1643529
2012,77340,9710,454780
2012,77341,0,0
2012,77342,0,0
2012,77343,0,0
2012,77345,12200,1811812
2012,77346,25100,2144010
2012,77347,0,0
2012,77348,0,0
2012,77349,0,0
2012,77350,0,0
2012,77351,10910,544106
2012,77353,0,0
2012,77354,13790,1280430
2012,77355,10510,936062
2012,77356,12630,1448699
2012,77357,8880,417445
2012,77358,2170,107897
2012,77359,310,14186
2012,77360,2160,89908
2012,77362,2200,142709
2012,77363,1360,74362
2012,77364,970,45574
2012,77365,12640,756037
2012,77367,0,0
2012,77368,0,0
2012,77369,0,0
2012,77371,2800,114025
2012,77372,4670,208364
2012,77373,25320,1299576
2012,77374,0,0
2012,77375,18820,1279274
2012,77376,0,0
2012,77377,14500,1394332
2012,77378,6550,296853
2012,77379,33420,3623665
2012,77380,12090,1675920
2012,77381,16140,3389977
2012,77382,14510,3061885
2012,77383,0,0
2012,77384,6920,692421
2012,77385,9490,644820
2012,77386,19470,1727087
2012,77387,0,0
2012,77388,19900,1479069
2012,77389,11600,1538922
2012,77391,0,0
2012,77393,0,0
2012,77396,19180,1120876
2012,77399,0,0
2012,77401,7990,2316414
2012,77402,0,0
2012,77404,0,0
2012,77406,16400,1799280
2012,77407,15720,1107692
2012,77410,0,0
2012,77411,0,0
2012,77412,0,0
2012,77413,0,0
2012,77414,8890,447921
2012,77415,0,0
2012,77417,850,35588
2012,77418,4350,341347
2012,77419,0,0
2012,77420,1030,60122
2012,77422,5520,314841
2012,77423,4130,191834
2012,77426,1000,74744
2012,77428,0,0
2012,77429,33610,3558464
2012,77430,990,76047
2012,77431,0,0
2012,77432,0,0
2012,77433,26960,2494881
2012,77434,2020,78719
2012,77435,2210,141068
2012,77436,0,0
2012,77437,7530,445086
2012,77440,0,0
2012,77441,4030,726142
2012,77442,440,23173
2012,77443,0,0
2012,77444,370,19342
2012,77445,5170,319219
2012,77446,0,0
2012,77447,5540,352322
2012,77448,0,0
2012,77449,43640,1966904
2012,77450,30590,3231062
2012,77451,0,0
2012,77452,0,0
2012,77453,0,0
2012,77454,0,0
2012,77455,900,51796
2012,77456,0,0
2012,77457,0,0
2012,77458,0,0
2012,77459,28340,2867722
2012,77460,0,0
2012,77461,4600,252973
2012,77463,0,0
2012,77464,0,0
2012,77465,2940,138765
2012,77466,0,0
2012,77467,0,0
2012,77468,0,0
2012,77469,17000,1102251
2012,77470,0,0
2012,77471,15940,668241
2012,77473,0,0
2012,77474,5910,343914
2012,77475,0,0
2012,77476,0,0
2012,77477,15580,736296
2012,77478,12440,1621592
2012,77479,33720,4987378
2012,77480,3090,188297
2012,77481,0,0
2012,77482,1040,56160
2012,77483,0,0
2012,77484,5050,290987
2012,77485,1460,70369
2012,77486,3140,185861
2012,77487,0,0
2012,77488,5990,274220
2012,77489,18050,720200
2012,77491,0,0
2012,77492,0,0
2012,77493,11500,787867
2012,77494,32270,4463658
2012,77496,0,0
2012,77497,0,0
2012,77498,21200,1316155
2012,77501,0,0
2012,77502,14840,539600
2012,77503,9810,383676
2012,77504,9410,437138
2012,77505,10320,719242
2012,77506,13130,402640
2012,77507,0,0
2012,77508,0,0
2012,77510,6470,391777
2012,77511,19170,992001
2012,77512,0,0
2012,77514,2300,122684
2012,77515,11660,648693
2012,77516,0,0
2012,77517,2710,191472
2012,77518,3990,166855
2012,77519,440,24702
2012,77520,15660,689092
2012,77521,22360,1248827
2012,77522,0,0
2012,77523,8200,697056
2012,77530,12730,520490
2012,77531,6630,312539
2012,77532,12040,758405
2012,77533,0,0
2012,77534,1320,92610
2012,77535,11670,643041
2012,77536,15030,988394
2012,77538,390,21185
2012,77539,17800,995358
2012,77541,7300,299376
2012,77542,0,0
2012,77545,9460,430188
2012,77546,22430,2403653
2012,77547,3950,142614
2012,77549,0,0
2012,77550,10360,445789
2012,77551,8950,427832
2012,77552,0,0
2012,77553,0,0
2012,77554,3740,380382
2012,77555,0,0
2012,77560,450,23899
2012,77561,0,0
2012,77562,4780,254518
2012,77563,4270,219794
2012,77564,690,34700
2012,77565,3640,442517
2012,77566,13650,1056408
2012,77568,7010,299696
2012,77571,16080,977658
2012,77572,0,0
2012,77573,33990,2953785
2012,77574,0,0
2012,77575,5820,314290
2012,77577,540,29115
2012,77578,6990,587094
2012,77580,0,0
2012,77581,19860,1620513
2012,77582,0,0
2012,77583,8850,485349
2012,77584,32340,2827470
2012,77585,360,19605
2012,77586,10840,1040505
2012,77587,6560,214422
2012,77588,0,0
2012,77590,13790,564653
2012,77591,7360,265704
2012,77592,0,0
2012,77597,340,21942
2012,77598,10820,466129
2012,77601,0,0
2012,77611,4180,250669
2012,77612,3460,208097
2012,77613,0,0
2012,77614,0,0
2012,77615,0,0
2012,77616,450,25476
2012,77617,0,0
2012,77619,7350,373298
2012,77622,720,44918
2012,77623,0,0
2012,77624,350,14262
2012,77625,3630,205983
2012,77626,0,0
2012,77627,10470,688823
2012,77629,0,0
2012,77630,11130,557489
2012,77631,0,0
2012,77632,9010,559236
2012,77639,0,0
2012,77640,6960,251368
2012,77641,0,0
2012,77642,15120,570087
2012,77643,0,0
2012,77650,0,0
2012,77651,6050,411855
2012,77655,150,7335
2012,77656,7190,347985
2012,77657,8840,586747
2012,77659,2200,166627
2012,77660,630,28857
2012,77661,0,0
2012,77662,10490,489097
2012,77663,0,0
2012,77664,1090,54120
2012,77665,2820,148420
2012,77670,0,0
2012,77701,5800,165583
2012,77702,1370,76902
2012,77703,5760,144821
2012,77704,0,0
2012,77705,11200,472391
2012,77706,13420,1364559
2012,77707,7670,456519
2012,77708,5330,216471
2012,77710,0,0
2012,77713,5750,387315
2012,77720,0,0
2012,77725,0,0
2012,77726,0,0
2012,77801,4930,145802
2012,77802,10690,674277
2012,77803,11600,339328
2012,77805,0,0
2012,77806,0,0
2012,77807,3800,201428
2012,77808,5170,344451
2012,77830,1240,71902
2012,77831,1230,57993
2012,77833,11520,664725
2012,77834,0,0
2012,77835,1110,68536
2012,77836,4900,274074
2012,77837,630,23161
2012,77838,0,0
2012,77840,11290,397709
2012,77841,0,0
2012,77842,0,0
2012,77843,0,0
2012,77844,0,0
2012,77845,21360,1902611
2012,77850,0,0
2012,77852,0,0
2012,77853,460,22985
2012,77855,0,0
2012,77856,1910,103699
2012,77857,350,20420
2012,77859,2980,117873
2012,77861,1020,64189
2012,77862,0,0
2012,77863,0,0
2012,77864,3350,150389
2012,77865,680,33059
2012,77866,0,0
2012,77867,0,0
2012,77868,5760,271481
2012,77870,0,0
2012,77871,1500,88858
2012,77872,770,40567
2012,77873,530,27904
2012,77875,0,0
2012,77876,0,0
2012,77878,0,0
2012,77879,1940,86833
2012,77880,810,45346
2012,77881,0,0
2012,77882,0,0
2012,77901,18280,714944
2012,77902,0,0
2012,77903,0,0
2012,77904,11770,952740
2012,77905,6530,423817
2012,77950,0,0
2012,77951,0,0
2012,77954,4580,371218
2012,77957,3660,183533
2012,77960,0,0
2012,77961,0,0
2012,77962,1570,89159
2012,77963,2360,143643
2012,77964,3590,239578
2012,77967,0,0
2012,77968,1240,97858
2012,77969,0,0
2012,77970,0,0
2012,77971,410,21727
2012,77973,0,0
2012,77974,220,15901
2012,77975,830,47806
2012,77976,0,0
2012,77977,0,0
2012,77978,0,0
2012,77979,7630,371124
2012,77982,0,0
2012,77983,860,36891
2012,77984,1980,143730
2012,77986,0,0
2012,77987,0,0
2012,77988,0,0
2012,77989,0,0
2012,77990,300,14576
2012,77991,0,0
2012,77993,0,0
2012,77994,170,22945
2012,77995,4140,263510
2012,78001,0,0
2012,78002,2930,102694
2012,78003,4050,212828
2012,78004,290,24549
2012,78005,310,15544
2012,78006,14900,1682592
2012,78007,0,0
2012,78008,130,37805
2012,78009,3480,199592
2012,78010,1380,70606
2012,78011,860,50529
2012,78012,200,8382
2012,78013,2550,177249
2012,78014,2010,199496
2012,78015,5530,861784
2012,78016,4130,202804
2012,78017,1570,84836
2012,78019,0,0
2012,78021,0,0
2012,78022,2180,168390
2012,78023,12000,1140889
2012,78024,750,68407
2012,78025,2280,118913
2012,78026,2520,169518
2012,78027,250,15751
2012,78028,17080,991228
2012,78029,0,0
2012,78039,880,36600
2012,78040,15920,395206
2012,78041,19980,939648
2012,78042,0,0
2012,78043,16940,560168
2012,78044,0,0
2012,78045,25630,1409915
2012,78046,23870,649742
